month,wind_speed_100m_kmh
2024-01,17.341801075268815
2024-02,20.61925287356322
2024-03,19.763709677419357
2024-04,18.19833333333333
2024-05,18.400672043010754
2024-06,16.41125
2024-07,21.96008064516129
2024-08,13.73266129032258
2024-09,20.924027777777777
2024-10,18.585618279569893
2024-11,18.44236111111111
2024-12,14.613306451612901
