日期,南京市,南通市,宿迁市,常州市,徐州市,扬州市,无锡市,泰州市,淮安市,盐城市,苏州市,连云港市,镇江市
2021-04,1.5411377,2.2239685,1.4801025,1.4839172,1.1749268,1.6880035,1.8749237,1.9302368,1.5621185,2.544403,2.2087097,1.2969971,1.5468597
2021-05,6.046295,4.934311,2.2659302,5.6324005,2.3059845,5.207062,5.5217743,6.008148,3.0899048,3.8547516,5.6533813,2.4642944,5.8689117
2021-06,4.5700073,3.0784607,3.320694,5.1288605,3.5820007,3.3683777,6.401062,3.3836365,1.9454956,1.876831,7.205963,3.4008026,4.016876
2021-07,9.912491,13.217926,19.010544,13.145447,14.503479,13.6909485,15.047073,16.084671,14.226913,12.195587,15.079498,11.795044,13.214111
2021-08,5.809784,4.0950775,4.858017,4.1389465,4.31633,3.0765533,5.683899,3.835678,3.4542084,3.124237,8.541107,5.794525,4.175186
2021-09,1.0375977,2.4032593,4.076004,2.035141,5.6915283,1.745224,2.5463104,1.4324188,2.7065277,2.3403168,3.458023,5.138397,1.3484955
2021-10,2.1915436,2.4089813,1.7299652,3.118515,0.8983612,2.99263,3.0403137,2.8018951,2.5119781,2.7751923,2.658844,2.3727417,3.0651093
2021-11,1.4305115,1.7356873,0.93460083,0.9288788,0.9880066,1.1367798,1.1291504,1.121521,0.99754333,0.9841919,1.3141632,0.7610321,1.2569427
2021-12,0.32424927,0.22125244,0.118255615,0.17356873,0.05340576,0.26130676,0.24604797,0.33950806,0.20217896,0.17356873,0.23841858,0.11634827,0.30899048
2022-01,2.316475,1.9760132,0.59223175,2.202034,0.538826,1.9865036,2.3727417,1.8873215,1.1081696,1.1940002,2.5529861,0.5245209,2.1572113
2022-02,1.6784668,1.4762878,0.19836426,1.7871857,0.1449585,1.1768341,2.1438599,1.1787415,0.4310608,0.45776367,2.39563,0.09727478,1.4076233
2022-03,5.452156,4.6224594,2.3117065,5.220413,2.313614,4.527092,5.5418015,4.014015,2.5749207,2.5577545,5.7048798,2.1829605,4.901886
2022-04,4.388809,4.436493,1.2969971,4.919052,1.1291504,3.2634735,5.3653717,3.4542084,1.4953613,1.871109,5.6972504,0.6942749,3.8642883
2022-05,0.5836487,0.6427765,0.16212463,0.88500977,0.1296997,0.46539307,1.1119843,0.6427765,0.10871887,0.13160706,1.4629364,0.19073486,0.64849854
2022-06,4.7340393,4.720688,3.9978027,5.874634,6.658554,3.293991,6.5517426,3.6411285,3.5743713,3.9253235,4.6310425,3.9691925,3.3836365
2022-07,2.9945374,4.426956,8.211136,2.603531,10.940552,5.001068,1.8138885,4.9648285,5.4779053,7.1468353,2.0275116,8.714676,3.5648346
2022-08,1.2760162,1.1577606,3.3340454,1.3237,2.2792816,1.4457703,0.92697144,1.5163422,2.784729,2.2792816,0.77438354,1.9512177,1.4457703
2022-09,1.5850067,7.583618,0.9803772,3.6029816,0.62179565,2.4204254,4.1561127,4.793167,2.2506714,7.762909,5.010605,3.1852722,2.2678375
2022-10,2.2296906,1.2798309,1.9931793,1.5411377,1.5354156,2.2029877,1.6441345,2.0217896,1.5640259,1.4915466,1.5239716,1.6059875,2.1858215
2022-11,1.8081665,2.0637512,2.0885468,2.3231506,1.5850067,1.8520355,2.9773712,1.9836426,2.2087097,2.319336,3.145218,1.4629364,1.9073486
2022-12,0.38337708,0.9250641,0.11062622,0.64468384,0.02861023,0.41007996,1.0433197,0.6275177,0.25749207,0.46348572,1.4476776,0.15258789,0.45585632
2023-01,1.0223389,1.0375977,0.60653687,1.2645721,0.57792664,0.88882446,1.8386841,0.90408325,0.75531006,0.67329407,2.380371,0.45204163,1.1234283
2023-02,2.1390915,2.28405,1.127243,2.1915436,0.8363724,1.9903183,2.6807785,2.0885468,1.5478134,1.6183853,2.6903152,0.8659363,2.199173
2023-03,1.2674332,1.8377304,0.7648468,1.750946,0.42152405,1.2283325,2.3450851,1.4123917,1.1701584,0.9250641,2.4375916,0.88500977,1.4219284
2023-04,2.316475,1.8424988,2.6044846,2.404213,2.2830963,2.2821426,2.5453568,2.0284653,2.837181,2.2153854,2.404213,2.374649,2.3736954
2023-05,6.42395,5.0315857,2.5558472,5.695343,3.0212402,5.125046,4.4879913,4.743576,2.3155212,3.5362244,4.135132,2.3326874,5.264282
2023-06,6.8130493,9.189606,1.996994,10.364532,1.2683868,7.549286,10.986328,7.961273,3.2348633,4.470825,11.026382,1.8634796,7.6732635
2023-07,9.016037,14.228821,8.134842,8.983612,8.205414,10.070801,7.637024,10.597229,7.2250366,7.9307556,7.507324,8.073807,11.180878
2023-08,4.9877167,5.792618,5.390167,5.929947,4.678726,4.4879913,5.9509277,3.9367676,3.6201477,2.8018951,5.865097,5.5065155,4.640579
2023-09,4.293442,5.7735443,5.8021545,5.174637,5.3482056,3.7708282,5.771637,3.7345886,4.81987,5.51033,6.3209534,7.6465607,4.098892
2023-10,0.6351471,1.1539459,0.29945374,0.44822693,0.39863586,0.5531311,0.7991791,0.5455017,0.4272461,0.64468384,0.8869171,0.47683716,0.51498413
2023-11,1.2664795,1.2016296,0.541687,1.1444092,0.75149536,1.0490417,1.0757446,1.291275,0.541687,0.68855286,0.9536743,0.6542206,1.1806488
2023-12,1.7585754,1.2664795,0.92697144,1.253128,0.8068085,1.750946,1.5678406,1.8787384,1.7280579,1.8596649,1.6498566,0.7724762,1.6021729
